wishlist_id,user_id,product_id,product_name,category,brand,price,quantity,date_added,priority,availability_status,rating,review_count,discount,final_price,currency,location,device_type,user_segment,notes
48825,23381,17033,At Message,Smartphones,LG,1018.8,1,2024-01-16,High,In Stock,4.0,1728,0.04,978.05,USD,Mexico,Mobile,Student,Task bank interview.
48826,45517,13452,Purpose Artist,Audio,Asus,996.49,3,2023-12-02,Low,In Stock,1.8,2046,0.38,617.82,USD,USA,Desktop,Professional,Assume that defense add man.
48827,23326,16718,Bit Do,Components,Samsung,387.84,4,2024-12-09,Low,In Stock,3.6,2884,0.12,341.3,USD,USA,Laptop,Casual,Some point more win.
48828,17034,10686,Accept Walk,Laptops,Sony,2466.97,3,2024-10-09,Low,Preorder,2.3,380,0.21,1948.91,USD,Canada,Tablet,Student,Result create feel rest hair information about.
48829,40372,19687,Area Street,Smartphones,HP,986.96,3,2025-10-24,Low,In Stock,2.9,4030,0.12,868.52,USD,Spain,Mobile,Student,Reason billion director road.
48830,21425,652,Do Bed,Monitors,HP,2848.49,2,2025-05-28,High,In Stock,2.2,75,0.03,2763.04,USD,Spain,Laptop,Casual,Type politics accept pass college author easy.
48831,47547,3775,Help Kid,Laptops,Acer,2190.75,4,2025-05-11,Low,Out of Stock,2.5,3293,0.44,1226.82,USD,Canada,Desktop,Professional,Stuff thus so item may individual main agent.
48832,37353,12976,Necessary Myself,Monitors,Acer,721.07,4,2024-11-21,Low,Out of Stock,4.8,4054,0.08,663.38,USD,Spain,Mobile,Gamer,Couple several feel notice decade.
48833,34644,16899,Look Rest,Audio,Asus,2804.33,2,2025-05-12,Low,Out of Stock,1.9,4346,0.05,2664.11,USD,USA,Tablet,Student,What point their.
48834,5103,1276,Road Sport,Smartphones,Asus,1112.8,4,2025-08-04,High,In Stock,1.5,95,0.39,678.81,USD,USA,Desktop,Casual,Lay note debate travel.
48835,30577,12520,Poor Actually,Smartphones,Asus,1014.77,2,2025-07-14,Low,Out of Stock,3.2,1190,0.18,832.11,USD,USA,Tablet,Professional,Move music unit partner.
48836,9212,11699,Main Structure,Audio,Samsung,1792.08,4,2024-05-10,Low,Preorder,2.6,749,0.09,1630.79,USD,Mexico,Desktop,Casual,Travel reason treatment us.
48837,30143,15578,Land Impact,Audio,Sony,1157.83,3,2025-06-08,Medium,Out of Stock,2.8,4247,0.03,1123.1,USD,Mexico,Mobile,Professional,Fine go American model if television total.
48838,24765,6754,Challenge Run,Laptops,LG,495.97,3,2025-10-04,Low,Out of Stock,3.2,111,0.26,367.02,USD,Argentina,Laptop,Student,Level story despite expert music history.
48839,933,14795,Health Task,Laptops,LG,2981.58,3,2024-07-13,High,Out of Stock,1.6,44,0.04,2862.32,USD,Spain,Desktop,Student,Open product indeed ball away nice turn break.
48840,39938,19827,Item Individual,Smartphones,Acer,1844.12,4,2024-02-01,Low,In Stock,1.4,3045,0.1,1659.71,USD,Argentina,Mobile,Professional,Article continue administration explain along result front another.
48841,15866,12172,Truth Get,Audio,Asus,580.71,2,2024-02-02,Medium,Out of Stock,2.9,3376,0.09,528.45,USD,Canada,Laptop,Student,Military true night.
48842,5895,15108,Class These,Accessories,Asus,2789.87,4,2024-09-25,Low,In Stock,3.1,747,0.37,1757.62,USD,Argentina,Tablet,Student,Generation cost goal month say oil discuss.
48843,9079,2299,At Easy,Components,Asus,1996.37,2,2025-03-25,Medium,In Stock,4.9,1013,0.41,1177.86,USD,Canada,Desktop,Gamer,Natural certainly represent.
48844,25556,14625,Radio Strong,Audio,Acer,749.83,2,2024-03-31,High,In Stock,4.9,3797,0.3,524.88,USD,Mexico,Mobile,Professional,Score off seem degree serve girl ever.
48845,42205,19954,Baby True,Smartphones,HP,2142.05,2,2025-02-08,Medium,In Stock,3.5,1873,0.26,1585.12,USD,Argentina,Laptop,Student,Deal address believe stay.
48846,33455,9569,Example Finish,Laptops,Asus,1883.57,3,2024-02-05,Low,Out of Stock,2.6,2876,0.42,1092.47,USD,Canada,Tablet,Professional,Business rate own positive foot.
48847,44901,108,Speak Yourself,Monitors,Sony,292.83,3,2025-10-10,Medium,Preorder,3.7,1339,0.12,257.69,USD,USA,Tablet,Student,Hotel more method value.
48848,24555,15785,Sell Reality,Monitors,Asus,1724.4,2,2025-09-29,Medium,Preorder,4.7,1160,0.07,1603.69,USD,Spain,Tablet,Professional,Anything through consider himself.
48849,41440,5826,Operation Until,Components,Apple,1354.04,3,2024-04-03,Medium,In Stock,4.1,2847,0.21,1069.69,USD,Argentina,Desktop,Gamer,Worry blood story loss.
48850,27593,17391,American Worry,Components,Acer,1259.69,4,2025-02-03,High,Out of Stock,4.7,4526,0.45,692.83,USD,Spain,Desktop,Student,Notice off suffer local month.
48851,9508,9489,Itself Eye,Monitors,Asus,1802.04,4,2024-04-13,Low,In Stock,3.2,3458,0.37,1135.29,USD,Canada,Laptop,Casual,Keep laugh drug blue significant discuss policy appear.
48852,27058,2825,Open Along,Components,Sony,1294.98,2,2024-02-14,High,Out of Stock,2.8,4118,0.38,802.89,USD,USA,Tablet,Professional,Question food big member also.
48853,1471,16480,President Start,Audio,LG,1468.09,1,2024-10-22,High,Preorder,2.7,1314,0.12,1291.92,USD,Mexico,Laptop,Student,Throw culture carry as stuff say rule.
48854,839,13481,Responsibility Cultural,Accessories,Dell,2956.07,3,2025-03-29,High,Preorder,3.1,2328,0.19,2394.42,USD,Argentina,Desktop,Student,Structure life seat.
48855,20544,9080,Mother Property,Laptops,Sony,2855.78,2,2025-07-13,Medium,Out of Stock,2.6,932,0.08,2627.32,USD,Argentina,Laptop,Student,Adult approach say head.
48856,9681,14907,And Similar,Components,Dell,2806.08,3,2025-05-27,Low,Out of Stock,4.8,2179,0.16,2357.11,USD,Spain,Desktop,Casual,Mind expect focus part white system.
48857,1754,5773,Down Politics,Laptops,Sony,2234.22,1,2024-11-12,Low,In Stock,4.8,725,0.1,2010.8,USD,Mexico,Tablet,Casual,Wait note here include hope finally.
48858,5867,11254,Really Give,Smartphones,Apple,1352.73,1,2023-12-22,High,Preorder,3.8,4866,0.22,1055.13,USD,Spain,Laptop,Gamer,Maintain nor card war exactly degree.
48859,578,7889,Goal Admit,Smartphones,Asus,1479.42,4,2025-01-16,Low,Out of Stock,2.2,861,0.3,1035.59,USD,USA,Laptop,Gamer,Thought value pass build.
48860,15923,3320,Laugh Usually,Laptops,HP,2381.91,4,2025-10-11,Low,Preorder,3.0,3956,0.24,1810.25,USD,USA,Mobile,Casual,Eat air certainly ahead.
48861,12962,4033,Yes Upon,Monitors,HP,2384.48,4,2024-01-21,Low,Out of Stock,3.7,222,0.47,1263.77,USD,USA,Laptop,Professional,Pressure author expect know.
48862,31116,4223,Occur Forward,Monitors,Asus,2470.11,3,2025-07-22,High,In Stock,4.9,3983,0.34,1630.27,USD,Argentina,Desktop,Professional,Card term Mrs energy bed approach mother on.
48863,11729,6045,Wide Step,Smartphones,Asus,1750.76,3,2025-08-08,Low,Preorder,3.5,3686,0.47,927.9,USD,Canada,Desktop,Casual,Under learn later present new something scientist.
48864,46757,10375,Rather Social,Smartphones,LG,1740.37,2,2025-08-30,High,In Stock,3.2,425,0.47,922.4,USD,Mexico,Laptop,Casual,Lay remain lead travel score catch.
48865,41096,16541,Free Go,Smartphones,Acer,829.48,2,2025-11-06,High,Out of Stock,4.1,733,0.08,763.12,USD,Spain,Laptop,Student,Meet become actually should.
48866,8459,9567,Office Green,Accessories,Apple,2267.86,3,2024-07-13,Medium,Preorder,4.6,376,0.17,1882.32,USD,Mexico,Mobile,Gamer,Several owner go argue.
48867,32368,281,It Knowledge,Laptops,Apple,297.92,2,2025-03-18,High,Preorder,4.3,4828,0.04,286.0,USD,Spain,Desktop,Professional,Bag hospital should sport within war relationship.
48868,19679,2185,Become Left,Components,Dell,1566.32,4,2025-07-30,High,Out of Stock,3.1,3513,0.05,1488.0,USD,Mexico,Desktop,Professional,Positive recent amount so about whatever.
48869,29427,9214,When She,Accessories,Asus,2430.9,4,2025-10-25,Medium,Preorder,4.4,4841,0.31,1677.32,USD,Canada,Laptop,Student,Last authority just rich.
48870,5813,13347,Fight Drug,Monitors,Apple,876.51,1,2024-08-14,High,In Stock,3.8,2842,0.28,631.09,USD,Spain,Laptop,Gamer,Beautiful gas turn happen arm mean.
48871,13994,2483,Station Movement,Smartphones,Asus,1152.01,4,2024-09-04,High,In Stock,1.8,2563,0.48,599.05,USD,Spain,Desktop,Professional,Safe next black true remember traditional rate.
48872,34331,16510,Air Mention,Laptops,LG,2904.02,4,2025-11-16,Low,Out of Stock,2.6,4067,0.33,1945.69,USD,USA,Tablet,Student,Position unit just I best evidence.
48873,22170,1405,Different Increase,Audio,Dell,1223.18,3,2025-07-12,Low,In Stock,4.1,4241,0.5,611.59,USD,Spain,Tablet,Gamer,Citizen guess spring cultural show air.
48874,2985,4130,Issue Green,Monitors,Sony,1032.63,3,2024-10-26,Medium,Out of Stock,2.8,1836,0.25,774.47,USD,USA,Desktop,Student,Certain site fire radio less she financial.
48875,44530,14870,Yes Product,Laptops,Samsung,2794.68,4,2024-06-09,Low,In Stock,2.2,1687,0.08,2571.11,USD,USA,Laptop,Gamer,Charge wish probably early minute within their.
48876,42795,1686,Mouth These,Smartphones,Acer,2851.79,1,2025-02-12,High,In Stock,4.7,4961,0.41,1682.56,USD,Spain,Tablet,Professional,Later cover board maybe see certain.
48877,3366,12768,Onto Next,Smartphones,Apple,2391.19,3,2025-11-15,Low,Out of Stock,3.3,159,0.25,1793.39,USD,Argentina,Mobile,Gamer,Safe tell into claim buy look imagine.
48878,2701,11495,Fine Rule,Monitors,Apple,2694.1,3,2025-08-16,Medium,Preorder,4.7,1099,0.21,2128.34,USD,Spain,Tablet,Casual,Meet him go.
48879,44970,932,Source Admit,Smartphones,HP,2215.89,2,2024-12-02,Low,Preorder,2.2,2275,0.09,2016.46,USD,Argentina,Tablet,Student,Reach year look already speech someone.
48880,45798,6515,Another Identify,Laptops,Dell,2043.78,1,2025-08-01,Low,In Stock,3.6,14,0.35,1328.46,USD,Spain,Laptop,Professional,Real management according answer song official blue important.
48881,37919,10428,New Sing,Laptops,Dell,1125.85,3,2024-09-21,Medium,Preorder,2.2,1587,0.42,652.99,USD,Spain,Tablet,Student,Yet mind natural though miss especially.
48882,36257,4330,Turn Interest,Monitors,Apple,2335.82,3,2025-11-20,High,Out of Stock,4.7,1925,0.19,1892.01,USD,Mexico,Desktop,Gamer,Section interest movie film work several.
48883,38210,19104,Remember Conference,Accessories,Dell,2816.11,1,2023-12-14,Medium,In Stock,1.3,124,0.06,2647.14,USD,Mexico,Desktop,Casual,Baby far concern sure week sing.
48884,34589,3158,Share White,Smartphones,Acer,1293.74,3,2023-12-23,Medium,Preorder,3.3,4707,0.18,1060.87,USD,Spain,Tablet,Gamer,According force speak create data.
48885,12888,4954,Eye Watch,Components,Asus,2506.73,3,2024-05-17,Low,In Stock,1.8,337,0.06,2356.33,USD,Mexico,Mobile,Professional,Middle pretty position.
48886,43531,902,Bank Mrs,Components,LG,1229.29,1,2025-11-02,Medium,Preorder,1.2,1901,0.36,786.75,USD,Mexico,Tablet,Gamer,Health least few effort politics.
48887,2959,437,Big Poor,Smartphones,Sony,2302.8,1,2025-03-02,Low,Preorder,1.9,1892,0.06,2164.63,USD,USA,Laptop,Gamer,Her pressure well century ten five paper.
48888,29340,6750,Writer My,Monitors,HP,1632.18,2,2025-10-20,High,Preorder,4.6,1254,0.1,1468.96,USD,USA,Mobile,Professional,List interest first dinner foot social.
48889,23142,4903,Guess Some,Components,Asus,2361.93,4,2024-09-02,Medium,Preorder,3.0,904,0.43,1346.3,USD,Spain,Desktop,Professional,Budget animal man into believe against.
48890,17523,6100,Record Why,Audio,HP,2451.24,2,2024-07-11,Medium,In Stock,4.1,611,0.12,2157.09,USD,Mexico,Desktop,Casual,See place adult science while nation.
48891,10998,2558,Natural Such,Laptops,Sony,2798.32,4,2025-03-01,High,In Stock,4.7,3149,0.18,2294.62,USD,Spain,Laptop,Professional,Memory social range involve.
48892,23084,14305,Business Price,Audio,Samsung,1073.13,3,2024-11-16,Low,Preorder,4.7,134,0.25,804.85,USD,Spain,Desktop,Professional,Both himself young need discussion single.
48893,18753,3737,Single Street,Monitors,Sony,1415.0,2,2024-05-18,Low,In Stock,1.8,2112,0.05,1344.25,USD,Canada,Desktop,Professional,Cut magazine whatever work page arrive deal.
48894,10991,15633,She Natural,Components,LG,2973.54,1,2025-01-26,Medium,In Stock,4.4,394,0.02,2914.07,USD,USA,Laptop,Student,Interesting who city office may.
48895,43882,19630,Later Raise,Components,Asus,240.76,3,2023-11-28,Low,Out of Stock,4.3,1280,0.04,231.13,USD,Canada,Tablet,Casual,Statement good special exactly cost practice.
48896,13249,13680,Can Later,Audio,Sony,2592.42,4,2024-02-28,Low,Out of Stock,2.1,2720,0.17,2151.71,USD,Mexico,Tablet,Professional,National foreign exactly per huge.
48897,4811,605,Gun Place,Smartphones,Dell,1332.61,4,2024-06-08,Medium,Preorder,4.8,953,0.08,1226.0,USD,Canada,Desktop,Casual,Foot son oil pull material gas rate.
48898,875,12585,Fly Call,Components,Samsung,74.44,2,2024-05-31,High,Out of Stock,2.6,2618,0.32,50.62,USD,USA,Mobile,Casual,Walk option finish mean onto.
48899,13181,8153,Financial Enter,Components,Samsung,2821.93,3,2024-09-09,Medium,In Stock,4.4,305,0.27,2060.01,USD,Mexico,Desktop,Casual,Heavy chance recent game wait around night.
48900,45732,2885,Cause On,Accessories,Dell,662.44,1,2025-08-10,Medium,Out of Stock,4.9,1593,0.08,609.44,USD,Argentina,Desktop,Casual,Group west herself trade fall.
48901,38267,19800,About Across,Smartphones,Acer,2954.27,3,2025-04-21,Low,Out of Stock,3.8,4508,0.48,1536.22,USD,Mexico,Desktop,Gamer,Me identify figure number yard business modern fire.
48902,37390,13124,Gas Popular,Laptops,HP,29.57,4,2024-09-15,Low,In Stock,3.4,2830,0.4,17.74,USD,Spain,Tablet,Professional,Themselves establish onto present media room.
48903,47295,4934,High Born,Accessories,Acer,2233.36,2,2023-12-20,High,Preorder,1.1,1550,0.25,1675.02,USD,Mexico,Tablet,Professional,Same hotel series win thus.
48904,15462,8157,Catch Friend,Laptops,Acer,51.88,2,2024-05-01,Low,In Stock,1.4,1707,0.03,50.32,USD,Argentina,Mobile,Gamer,Once develop bit administration television site.
48905,45923,1579,Activity Free,Laptops,LG,352.03,1,2025-05-16,Low,In Stock,3.3,2059,0.31,242.9,USD,Spain,Laptop,Gamer,Size person her measure claim meeting.
48906,23222,18963,Next Agreement,Components,Sony,502.89,4,2024-02-26,High,Out of Stock,3.7,1676,0.44,281.62,USD,USA,Tablet,Student,Billion week onto sense large major.
48907,39881,10020,Cold Hair,Laptops,Acer,542.27,4,2024-09-16,Low,Preorder,2.2,3706,0.33,363.32,USD,USA,Laptop,Professional,Movement leave hope record.
48908,13093,303,Our Its,Smartphones,Acer,2378.64,4,2024-12-14,Low,Out of Stock,2.0,4134,0.28,1712.62,USD,Mexico,Mobile,Student,Thank start central board decide.
48909,21522,3854,Though Early,Laptops,Samsung,2638.25,4,2024-11-18,Low,Out of Stock,4.8,4723,0.34,1741.24,USD,Argentina,Laptop,Student,Night Mr fly nearly quickly people water.
48910,30765,2902,Charge Great,Smartphones,Acer,459.8,1,2024-01-14,High,Out of Stock,3.2,1634,0.01,455.2,USD,USA,Laptop,Professional,Administration arm American according make author.
48911,30921,950,Very Capital,Laptops,Samsung,2707.47,2,2025-04-04,Medium,In Stock,3.7,4677,0.12,2382.57,USD,Mexico,Mobile,Gamer,You rock rich accept.
48912,23517,12247,Keep Financial,Laptops,Samsung,1246.45,3,2025-01-21,Low,In Stock,3.6,192,0.15,1059.48,USD,Mexico,Tablet,Student,Artist everything sing stop wife.
48913,17559,1890,Stock Thought,Monitors,Samsung,840.94,3,2024-03-04,Medium,In Stock,1.9,2328,0.49,428.88,USD,Mexico,Desktop,Student,For sort response rock little radio and.
48914,3457,10974,Next Inside,Laptops,LG,1344.46,1,2024-09-26,High,Preorder,2.8,3100,0.45,739.45,USD,Spain,Desktop,Student,Hospital among scene fine building always together forget.
48915,9679,4303,Hit Such,Components,Dell,417.59,1,2024-02-04,High,Preorder,3.9,3734,0.04,400.89,USD,Mexico,Mobile,Professional,Certainly factor keep raise thank plant into throw.
48916,48638,4458,Top Population,Smartphones,Samsung,2959.17,1,2025-10-19,Medium,Preorder,3.0,4005,0.46,1597.95,USD,Argentina,Laptop,Student,Daughter hold child their data crime.
48917,7586,13546,Network Quickly,Smartphones,Asus,1072.98,1,2025-04-12,High,Preorder,2.7,4325,0.41,633.06,USD,Spain,Mobile,Casual,Eye pick side agent each authority cover.
48918,29525,17247,Save Traditional,Monitors,Acer,2826.98,3,2024-01-05,High,Out of Stock,1.5,18,0.18,2318.12,USD,USA,Mobile,Casual,Painting artist from arm probably.
48919,20981,108,Become Result,Smartphones,Samsung,632.89,3,2025-11-02,Low,Preorder,3.0,3471,0.12,556.94,USD,Argentina,Desktop,Professional,Animal carry arm child end clearly guy.
48920,22315,9232,Avoid Lawyer,Accessories,LG,2286.75,3,2025-11-11,High,Out of Stock,2.8,1188,0.32,1554.99,USD,Canada,Mobile,Casual,Himself structure affect to audience.
48921,15063,4741,Pass Ago,Smartphones,Acer,1329.22,4,2024-01-22,High,In Stock,1.7,458,0.24,1010.21,USD,Mexico,Laptop,Casual,Tonight know control exist.
48922,12595,3864,Change Political,Smartphones,Samsung,1478.04,3,2025-02-03,High,Out of Stock,4.6,1208,0.07,1374.58,USD,Spain,Laptop,Casual,Especially whether throw.
48923,27487,15376,Mr Because,Accessories,Dell,632.32,3,2024-01-27,Medium,In Stock,1.2,4363,0.07,588.06,USD,Argentina,Mobile,Student,Why prevent consumer property thought.
48924,46094,15745,Maybe Time,Monitors,Asus,2292.01,4,2024-05-02,High,In Stock,1.8,2749,0.43,1306.45,USD,Argentina,Desktop,Student,Off ground night fact story want result.
48925,14859,17517,Congress Follow,Smartphones,HP,2668.86,2,2024-09-13,Medium,Out of Stock,2.6,4190,0.18,2188.47,USD,Argentina,Mobile,Casual,Material down later mean process own morning.
48926,41515,7386,Analysis Whom,Components,Samsung,1252.57,3,2024-12-21,Medium,In Stock,2.5,1013,0.44,701.44,USD,Mexico,Mobile,Professional,Police dinner free much there customer often.
48927,7959,9907,Guess Series,Components,LG,1068.43,3,2024-05-02,Low,Preorder,4.4,50,0.01,1057.75,USD,USA,Mobile,Casual,Our leg sell yes part among.
48928,18443,8613,Along Wrong,Components,Samsung,2001.58,4,2024-01-19,High,Preorder,1.7,1786,0.06,1881.49,USD,USA,Mobile,Casual,Meet station order hear glass oil.
48929,3792,15327,Everyone Marriage,Accessories,Asus,922.94,2,2025-07-13,Medium,Out of Stock,3.0,579,0.09,839.88,USD,Spain,Mobile,Professional,Responsibility edge team hot soon.
48930,23516,6649,Myself Mother,Smartphones,LG,1736.68,4,2025-11-21,High,In Stock,2.4,3887,0.42,1007.27,USD,USA,Mobile,Professional,Student now physical page audience tax.
48931,49045,18189,Life Each,Accessories,Acer,2406.19,4,2025-10-11,Low,Preorder,3.2,4235,0.35,1564.02,USD,Mexico,Tablet,Student,Indicate suffer tree none right improve.
48932,41224,17842,Large Activity,Components,HP,678.34,4,2025-08-17,Medium,In Stock,1.3,2007,0.21,535.89,USD,Canada,Tablet,Student,Though participant audience drive.
48933,46958,16647,Us Visit,Monitors,Sony,1512.4,4,2024-09-06,Medium,Out of Stock,1.7,631,0.16,1270.42,USD,Mexico,Laptop,Student,It risk sing despite student success size stop.
48934,42466,17464,Standard Here,Components,Apple,394.13,1,2025-05-05,High,Out of Stock,1.6,3335,0.08,362.6,USD,Argentina,Laptop,Student,Wide information standard bring chair.
48935,26879,7372,Number Court,Smartphones,Dell,1189.26,4,2024-07-27,High,Preorder,4.8,2320,0.4,713.56,USD,Argentina,Laptop,Student,Bar high question today.
48936,35672,5602,Rest Food,Smartphones,Dell,2753.47,4,2024-01-04,High,Out of Stock,2.8,4190,0.16,2312.91,USD,Argentina,Laptop,Professional,Decade worker poor last quite.
48937,13762,5579,Something Determine,Smartphones,HP,2568.23,1,2024-03-01,Medium,In Stock,1.6,4524,0.16,2157.31,USD,Canada,Laptop,Casual,Price southern ten.
48938,22675,3711,Civil Hundred,Smartphones,LG,2531.94,3,2025-06-29,Medium,Preorder,4.7,3014,0.48,1316.61,USD,Argentina,Tablet,Student,Decide or do nothing.
48939,27059,5213,Capital Most,Monitors,LG,535.91,3,2025-10-19,Low,In Stock,3.4,2327,0.16,450.16,USD,Argentina,Laptop,Gamer,Kitchen citizen could employee movie.
48940,44551,454,Strategy Hotel,Laptops,Asus,1218.9,3,2024-08-06,Low,Preorder,2.7,3467,0.22,950.74,USD,Mexico,Tablet,Student,Court series kind wear.
48941,9666,6084,Seem Leave,Monitors,LG,1242.33,2,2025-08-31,High,Preorder,3.6,536,0.45,683.28,USD,Spain,Mobile,Student,East down six effort follow.
48942,1470,15192,Gas Air,Accessories,Acer,2664.18,2,2024-11-27,Medium,Out of Stock,4.0,515,0.03,2584.25,USD,Canada,Desktop,Professional,Help show next modern Democrat.
48943,14223,7012,Picture Time,Laptops,HP,1084.87,3,2024-11-13,Low,Out of Stock,3.3,3137,0.11,965.53,USD,Canada,Laptop,Casual,Dream fight staff woman difficult south.
48944,15983,7333,Up When,Smartphones,Dell,131.99,1,2025-07-23,High,In Stock,1.3,2207,0.46,71.27,USD,USA,Tablet,Student,Mind each audience exist.
48945,26004,2450,Skill Either,Audio,Asus,978.14,4,2024-06-04,High,Out of Stock,1.1,426,0.24,743.39,USD,Mexico,Laptop,Student,Some wonder far card least serve affect huge.
48946,38235,10280,When Customer,Monitors,Dell,2641.82,1,2025-02-04,Low,In Stock,4.4,2820,0.02,2588.98,USD,Argentina,Laptop,Casual,Different which amount nice.
48947,36905,7575,Great Attorney,Accessories,Dell,1263.9,3,2025-03-17,Low,Preorder,4.0,1052,0.31,872.09,USD,Mexico,Tablet,Casual,Need necessary once thought when.
48948,47960,7697,Add Book,Audio,Asus,1466.05,3,2025-02-23,Medium,Out of Stock,2.8,3837,0.25,1099.54,USD,Argentina,Desktop,Professional,Someone son old nature laugh station about.
48949,9558,4220,Guess Myself,Monitors,Apple,1859.9,3,2025-01-04,Medium,Out of Stock,1.3,1285,0.17,1543.72,USD,Argentina,Tablet,Professional,Operation free campaign song throw second benefit.
48950,30748,2797,Save Maybe,Smartphones,LG,2950.56,4,2023-12-29,Medium,Out of Stock,3.2,1379,0.0,2950.56,USD,Canada,Desktop,Gamer,Analysis continue country business choice.
48951,22879,16976,Collection Almost,Audio,Dell,1585.31,3,2025-05-01,High,Preorder,1.5,4987,0.07,1474.34,USD,Spain,Laptop,Student,Full American she physical chair.
48952,15511,10575,Anyone What,Smartphones,Apple,1487.97,1,2024-06-21,High,In Stock,2.9,3686,0.03,1443.33,USD,Mexico,Desktop,Gamer,Network care final tend group any.
48953,3600,17084,Party Side,Laptops,Dell,409.09,4,2025-11-23,High,Out of Stock,1.3,3299,0.32,278.18,USD,Canada,Desktop,Gamer,Owner shoulder light little heart.
48954,18344,19391,Certain Window,Audio,HP,2231.94,1,2024-10-14,Low,Out of Stock,1.7,1660,0.42,1294.53,USD,Mexico,Tablet,Professional,System sit against property share possible.
48955,3899,4790,Religious Toward,Accessories,HP,350.1,3,2025-02-28,Low,In Stock,3.4,928,0.19,283.58,USD,USA,Tablet,Student,Number thousand difference tree artist force level.
48956,14594,16914,Degree Certainly,Components,Asus,1327.39,4,2025-11-02,High,In Stock,2.0,1230,0.47,703.52,USD,Mexico,Laptop,Professional,Ground easy usually.
48957,31920,1015,System Be,Monitors,HP,645.61,3,2025-11-22,High,In Stock,3.3,4581,0.13,561.68,USD,Canada,Desktop,Casual,Indicate stock rule.
48958,37807,19634,Me Trial,Laptops,Sony,2801.42,1,2024-07-29,High,In Stock,1.4,1948,0.37,1764.89,USD,USA,Laptop,Casual,Arm people make bill.
48959,9405,1157,Anything Factor,Monitors,Acer,2205.48,4,2025-06-29,High,Preorder,3.1,3860,0.48,1146.85,USD,Canada,Tablet,Professional,Especially cause past I myself never.
48960,47791,10643,Couple Story,Components,Sony,1111.27,1,2024-10-19,High,In Stock,4.6,1294,0.22,866.79,USD,Spain,Mobile,Gamer,Industry responsibility analysis pay whether.
48961,5139,14276,Business By,Smartphones,Asus,2039.0,2,2024-03-20,High,Preorder,2.4,4642,0.32,1386.52,USD,USA,Tablet,Student,Lot staff together for any seem knowledge.
48962,22666,18073,Bill Avoid,Components,LG,1841.82,2,2024-06-05,Low,Out of Stock,3.6,1591,0.2,1473.46,USD,Canada,Desktop,Casual,Staff major the series.
48963,2450,12302,Fish Traditional,Smartphones,Acer,905.03,4,2024-02-19,Medium,Preorder,1.5,4314,0.4,543.02,USD,USA,Mobile,Student,Where foot education national bit.
48964,29828,12437,Company Go,Laptops,Asus,995.84,2,2024-07-01,Low,Preorder,4.9,2839,0.45,547.71,USD,Spain,Laptop,Professional,Top industry ground between.
48965,11692,6624,Suffer Box,Components,Samsung,1051.69,3,2025-07-19,Medium,Preorder,5.0,2976,0.29,746.7,USD,Argentina,Mobile,Professional,Section poor season way his home loss Republican.
48966,15506,7581,Them This,Audio,Acer,1958.77,4,2024-04-08,Low,Preorder,3.2,4713,0.22,1527.84,USD,Argentina,Laptop,Professional,Military grow establish clearly.
48967,16739,17654,Mrs Air,Monitors,LG,370.08,3,2024-12-21,High,In Stock,4.2,1853,0.01,366.38,USD,USA,Desktop,Student,Door fact call investment speak want.
48968,24372,9694,College Best,Laptops,Apple,1227.64,1,2024-01-04,Low,Out of Stock,3.1,1174,0.24,933.01,USD,Argentina,Desktop,Gamer,Relationship simply leader after write each.
48969,11572,4688,Hour Blood,Monitors,Asus,142.15,1,2025-01-10,Medium,Preorder,3.7,1928,0.36,90.98,USD,Spain,Laptop,Casual,Pass manager my gun example democratic.
48970,21923,8586,Item Simple,Smartphones,Dell,2947.34,2,2025-06-04,Medium,Preorder,1.4,1149,0.45,1621.04,USD,Canada,Laptop,Gamer,Trip individual thank.
48971,27863,14469,Those School,Monitors,Samsung,1309.93,4,2024-07-02,Low,Out of Stock,3.2,2200,0.04,1257.53,USD,Mexico,Desktop,Casual,Eight government evidence simple.
48972,36015,15361,Size On,Smartphones,Sony,175.94,2,2025-10-23,High,Preorder,2.4,4055,0.2,140.75,USD,Mexico,Desktop,Gamer,Action thus image education.
48973,12932,4990,Case Probably,Smartphones,Sony,720.15,1,2025-05-08,Low,Preorder,2.1,2303,0.08,662.54,USD,Argentina,Laptop,Gamer,Do make finally production onto institution involve.
48974,36340,10521,Yet Television,Laptops,Apple,808.32,3,2025-09-27,High,In Stock,4.8,1370,0.04,775.99,USD,Argentina,Desktop,Student,Reach let understand health debate.
48975,45221,9036,Car While,Laptops,Sony,1128.46,1,2025-11-12,Medium,Out of Stock,4.3,355,0.48,586.8,USD,Mexico,Desktop,Student,Born knowledge daughter suffer only.
48976,19200,14879,Important Degree,Components,HP,1627.02,4,2024-08-18,High,In Stock,1.6,2456,0.0,1627.02,USD,Argentina,Mobile,Professional,Understand yard grow director decide our blood.
48977,40131,7745,Real Share,Accessories,HP,346.77,4,2024-08-08,Medium,In Stock,4.4,749,0.0,346.77,USD,Canada,Tablet,Gamer,Foreign election suffer green billion attack include.
48978,18773,6498,When Under,Audio,Asus,1404.88,3,2025-04-30,Medium,Out of Stock,4.3,889,0.24,1067.71,USD,Mexico,Mobile,Student,Technology imagine medical wait region in talk.
48979,2408,4993,Relationship Lead,Accessories,Acer,2579.52,2,2025-01-02,High,Out of Stock,1.1,4574,0.5,1289.76,USD,Canada,Tablet,Professional,Task attack should program.
